area,ignore,image_id,bbox,category_id,file_name,width,height,category_full_name,annotate_id,coord_tl,coord_br,category_color_name,category_piece_name
57855,0,20180000004,"[966, 549, 203, 285]",8,WIN_20200429_09_59_44_Pro.jpg,3264,1836,black-pawn,38,"[966, 549]","[1169, 834]",black,pawn
88297,0,20180000004,"[1089, 363, 253, 349]",11,WIN_20200429_09_59_44_Pro.jpg,3264,1836,black-knight,39,"[1089, 363]","[1342, 712]",black,knight
71690,0,20180000004,"[1586, 526, 214, 335]",4,WIN_20200429_09_59_44_Pro.jpg,3264,1836,black-rook,40,"[1586, 526]","[1800, 861]",black,rook
54945,0,20180000004,"[1703, 377, 185, 297]",10,WIN_20200429_09_59_44_Pro.jpg,3264,1836,white-rook,41,"[1703, 377]","[1888, 674]",white,rook
238065,0,20180000004,"[1831, 543, 295, 807]",3,WIN_20200429_09_59_44_Pro.jpg,3264,1836,white-king,42,"[1831, 543]","[2126, 1350]",white,king
109242,0,20180000004,"[2057, 581, 238, 459]",2,WIN_20200429_09_59_44_Pro.jpg,3264,1836,black-bishop,43,"[2057, 581]","[2295, 1040]",black,bishop
302000,0,20180000004,"[2383, 798, 400, 755]",1,WIN_20200429_09_59_44_Pro.jpg,3264,1836,white-queen,44,"[2383, 798]","[2783, 1553]",white,queen
73112,0,20180000005,"[646, 718, 247, 296]",1,WIN_20200429_10_00_54_Pro.jpg,1920,1080,white-queen,45,"[646, 718]","[893, 1014]",white,queen
64780,0,20180000005,"[845, 472, 205, 316]",3,WIN_20200429_10_00_54_Pro.jpg,1920,1080,white-king,46,"[845, 472]","[1050, 788]",white,king
41174,0,20180000005,"[1117, 659, 173, 238]",2,WIN_20200429_10_00_54_Pro.jpg,1920,1080,black-bishop,47,"[1117, 659]","[1290, 897]",black,bishop
31050,0,20180000005,"[680, 300, 150, 207]",6,WIN_20200429_10_00_54_Pro.jpg,1920,1080,white-bishop,48,"[680, 300]","[830, 507]",white,bishop
27354,0,20180000005,"[930, 355, 141, 194]",5,WIN_20200429_10_00_54_Pro.jpg,1920,1080,white-knight,49,"[930, 355]","[1071, 549]",white,knight
19866,0,20180000005,"[1164, 336, 129, 154]",7,WIN_20200429_10_00_54_Pro.jpg,1920,1080,white-pawn,50,"[1164, 336]","[1293, 490]",white,pawn
27000,0,20180000005,"[1345, 470, 135, 200]",4,WIN_20200429_10_00_54_Pro.jpg,1920,1080,black-rook,51,"[1345, 470]","[1480, 670]",black,rook
41452,0,20180000005,"[1673, 497, 172, 241]",10,WIN_20200429_10_00_54_Pro.jpg,1920,1080,white-rook,52,"[1673, 497]","[1845, 738]",white,rook
25476,0,20180000005,"[1522, 242, 132, 193]",11,WIN_20200429_10_00_54_Pro.jpg,1920,1080,black-knight,53,"[1522, 242]","[1654, 435]",black,knight
18018,0,20180000005,"[1307, 254, 117, 154]",8,WIN_20200429_10_00_54_Pro.jpg,1920,1080,black-pawn,54,"[1307, 254]","[1424, 408]",black,pawn
46818,0,20180000005,"[1093, 33, 162, 289]",9,WIN_20200429_10_00_54_Pro.jpg,1920,1080,black-king,55,"[1093, 33]","[1255, 322]",black,king
34932,0,20180000005,"[1422, 19, 142, 246]",12,WIN_20200429_10_00_54_Pro.jpg,1920,1080,black-queen,56,"[1422, 19]","[1564, 265]",black,queen
49800,0,20180000006,"[535, 378, 200, 249]",12,WIN_20200429_10_01_16_Pro.jpg,1920,1080,black-queen,57,"[535, 378]","[735, 627]",black,queen
78174,0,20180000006,"[582, 622, 258, 303]",9,WIN_20200429_10_01_16_Pro.jpg,1920,1080,black-king,58,"[582, 622]","[840, 925]",black,king
19000,0,20180000006,"[851, 513, 125, 152]",8,WIN_20200429_10_01_16_Pro.jpg,1920,1080,black-pawn,59,"[851, 513]","[976, 665]",black,pawn
26270,0,20180000006,"[852, 323, 142, 185]",11,WIN_20200429_10_01_16_Pro.jpg,1920,1080,black-knight,60,"[852, 323]","[994, 508]",black,knight
21080,0,20180000006,"[1006, 589, 124, 170]",7,WIN_20200429_10_01_16_Pro.jpg,1920,1080,white-pawn,61,"[1006, 589]","[1130, 759]",white,pawn
40006,0,20180000006,"[1120, 737, 166, 241]",5,WIN_20200429_10_01_16_Pro.jpg,1920,1080,white-knight,62,"[1120, 737]","[1286, 978]",white,knight
27313,0,20180000006,"[1170, 390, 143, 191]",4,WIN_20200429_10_01_16_Pro.jpg,1920,1080,black-rook,63,"[1170, 390]","[1313, 581]",black,rook
22620,0,20180000006,"[1152, 216, 130, 174]",5,WIN_20200429_10_01_16_Pro.jpg,1920,1080,white-knight,64,"[1152, 216]","[1282, 390]",white,knight
34632,0,20180000006,"[1492, 417, 148, 234]",2,WIN_20200429_10_01_16_Pro.jpg,1920,1080,black-bishop,65,"[1492, 417]","[1640, 651]",black,bishop
72044,0,20180000006,"[1453, 593, 217, 332]",3,WIN_20200429_10_01_16_Pro.jpg,1920,1080,white-king,66,"[1453, 593]","[1670, 925]",white,king
41990,0,20180000007,"[1521, 535, 170, 247]",6,WIN_20200429_10_01_38_Pro.jpg,1920,1080,white-bishop,67,"[1521, 535]","[1691, 782]",white,bishop
34776,0,20180000007,"[1196, 454, 168, 207]",5,WIN_20200429_10_01_38_Pro.jpg,1920,1080,white-knight,68,"[1196, 454]","[1364, 661]",white,knight
47400,0,20180000007,"[1314, 148, 150, 316]",3,WIN_20200429_10_01_38_Pro.jpg,1920,1080,white-king,69,"[1314, 148]","[1464, 464]",white,king
35242,0,20180000007,"[1476, 88, 134, 263]",1,WIN_20200429_10_01_38_Pro.jpg,1920,1080,white-queen,70,"[1476, 88]","[1610, 351]",white,queen
25088,0,20180000007,"[1139, 156, 128, 196]",2,WIN_20200429_10_01_38_Pro.jpg,1920,1080,black-bishop,71,"[1139, 156]","[1267, 352]",black,bishop
20500,0,20180000007,"[919, 297, 125, 164]",4,WIN_20200429_10_01_38_Pro.jpg,1920,1080,black-rook,72,"[919, 297]","[1044, 461]",black,rook
18369,0,20180000007,"[989, 488, 117, 157]",7,WIN_20200429_10_01_38_Pro.jpg,1920,1080,white-pawn,73,"[989, 488]","[1106, 645]",white,pawn
23680,0,20180000007,"[725, 230, 148, 160]",10,WIN_20200429_10_01_38_Pro.jpg,1920,1080,white-rook,74,"[725, 230]","[873, 390]",white,rook
33408,0,20180000007,"[604, 432, 174, 192]",11,WIN_20200429_10_01_38_Pro.jpg,1920,1080,black-knight,75,"[604, 432]","[778, 624]",black,knight
59584,0,20180000007,"[448, 633, 224, 266]",12,WIN_20200429_10_01_38_Pro.jpg,1920,1080,black-queen,76,"[448, 633]","[672, 899]",black,queen
59840,0,20180000007,"[883, 637, 187, 320]",9,WIN_20200429_10_01_38_Pro.jpg,1920,1080,black-king,77,"[883, 637]","[1070, 957]",black,king
20250,0,20180000007,"[788, 553, 135, 150]",8,WIN_20200429_10_01_38_Pro.jpg,1920,1080,black-pawn,78,"[788, 553]","[923, 703]",black,pawn
26754,0,20180000008,"[848, 99, 147, 182]",10,WIN_20200429_10_02_11_Pro.jpg,1920,1080,white-rook,79,"[848, 99]","[995, 281]",white,rook
46535,0,20180000008,"[480, 275, 205, 227]",11,WIN_20200429_10_02_11_Pro.jpg,1920,1080,black-knight,80,"[480, 275]","[685, 502]",black,knight
89148,0,20180000008,"[81, 403, 323, 276]",12,WIN_20200429_10_02_11_Pro.jpg,1920,1080,black-queen,81,"[81, 403]","[404, 679]",black,queen
102816,0,20180000008,"[189, 757, 357, 288]",9,WIN_20200429_10_02_11_Pro.jpg,1920,1080,black-king,82,"[189, 757]","[546, 1045]",black,king
28536,0,20180000008,"[499, 522, 174, 164]",8,WIN_20200429_10_02_11_Pro.jpg,1920,1080,black-pawn,83,"[499, 522]","[673, 686]",black,pawn
24596,0,20180000008,"[712, 608, 143, 172]",7,WIN_20200429_10_02_11_Pro.jpg,1920,1080,white-pawn,84,"[712, 608]","[855, 780]",white,pawn
45310,0,20180000008,"[877, 790, 197, 230]",5,WIN_20200429_10_02_11_Pro.jpg,1920,1080,white-knight,85,"[877, 790]","[1074, 1020]",white,knight
30846,0,20180000008,"[896, 330, 159, 194]",4,WIN_20200429_10_02_11_Pro.jpg,1920,1080,black-rook,86,"[896, 330]","[1055, 524]",black,rook
36015,0,20180000008,"[1238, 336, 147, 245]",2,WIN_20200429_10_02_11_Pro.jpg,1920,1080,black-bishop,87,"[1238, 336]","[1385, 581]",black,bishop
65207,0,20180000008,"[1248, 571, 197, 331]",3,WIN_20200429_10_02_11_Pro.jpg,1920,1080,white-king,88,"[1248, 571]","[1445, 902]",white,king
91025,0,20180000008,"[1590, 590, 275, 331]",1,WIN_20200429_10_02_11_Pro.jpg,1920,1080,white-queen,89,"[1590, 590]","[1865, 921]",white,queen
63294,0,20180000009,"[433, 9, 231, 274]",12,WIN_20200429_10_02_35_Pro.jpg,1920,1080,black-queen,90,"[433, 9]","[664, 283]",black,queen
40040,0,20180000009,"[733, 142, 182, 220]",11,WIN_20200429_10_02_35_Pro.jpg,1920,1080,black-knight,91,"[733, 142]","[915, 362]",black,knight
26730,0,20180000009,"[1144, 260, 135, 198]",10,WIN_20200429_10_02_35_Pro.jpg,1920,1080,white-rook,92,"[1144, 260]","[1279, 458]",white,rook
31000,0,20180000009,"[890, 445, 155, 200]",4,WIN_20200429_10_02_35_Pro.jpg,1920,1080,black-rook,93,"[890, 445]","[1045, 645]",black,rook
36335,0,20180000009,"[1005, 770, 169, 215]",2,WIN_20200429_10_02_35_Pro.jpg,1920,1080,black-bishop,94,"[1005, 770]","[1174, 985]",black,bishop
24167,0,20180000009,"[565, 480, 143, 169]",7,WIN_20200429_10_02_35_Pro.jpg,1920,1080,white-pawn,95,"[565, 480]","[708, 649]",white,pawn
21306,0,20180000009,"[585, 311, 134, 159]",8,WIN_20200429_10_02_35_Pro.jpg,1920,1080,black-pawn,96,"[585, 311]","[719, 470]",black,pawn
97636,0,20180000009,"[145, 245, 308, 317]",9,WIN_20200429_10_02_35_Pro.jpg,1920,1080,black-king,97,"[145, 245]","[453, 562]",black,king
52668,0,20180000009,"[359, 689, 228, 231]",5,WIN_20200429_10_02_35_Pro.jpg,1920,1080,white-knight,98,"[359, 689]","[587, 920]",white,knight
46426,0,20180000009,"[585, 913, 278, 167]",3,WIN_20200429_10_02_35_Pro.jpg,1920,1080,white-king,99,"[585, 913]","[863, 1080]",white,king
58149,0,20180000010,"[447, 10, 213, 273]",12,WIN_20200429_10_03_24_Pro.jpg,1920,1080,black-queen,100,"[447, 10]","[660, 283]",black,queen
28656,0,20180000010,"[855, 226, 144, 199]",4,WIN_20200429_10_03_24_Pro.jpg,1920,1080,black-rook,101,"[855, 226]","[999, 425]",black,rook
22078,0,20180000010,"[652, 318, 133, 166]",7,WIN_20200429_10_03_24_Pro.jpg,1920,1080,white-pawn,102,"[652, 318]","[785, 484]",white,pawn
90948,0,20180000010,"[251, 218, 286, 318]",3,WIN_20200429_10_03_24_Pro.jpg,1920,1080,white-king,103,"[251, 218]","[537, 536]",white,king
61600,0,20180000010,"[99, 552, 280, 220]",11,WIN_20200429_10_03_24_Pro.jpg,1920,1080,black-knight,104,"[99, 552]","[379, 772]",black,knight
34565,0,20180000010,"[114, 807, 223, 155]",8,WIN_20200429_10_03_24_Pro.jpg,1920,1080,black-pawn,105,"[114, 807]","[337, 962]",black,pawn
51750,0,20180000010,"[500, 554, 225, 230]",5,WIN_20200429_10_03_24_Pro.jpg,1920,1080,white-knight,106,"[500, 554]","[725, 784]",white,knight
39117,0,20180000010,"[798, 480, 177, 221]",10,WIN_20200429_10_03_24_Pro.jpg,1920,1080,white-rook,107,"[798, 480]","[975, 701]",white,rook
37450,0,20180000010,"[994, 770, 175, 214]",2,WIN_20200429_10_03_24_Pro.jpg,1920,1080,black-bishop,108,"[994, 770]","[1169, 984]",black,bishop
56133,0,20180000010,"[442, 891, 297, 189]",1,WIN_20200429_10_03_24_Pro.jpg,1920,1080,white-queen,109,"[442, 891]","[739, 1080]",white,queen
66732,0,20180000010,"[1100, 338, 201, 332]",9,WIN_20200429_10_03_24_Pro.jpg,1920,1080,black-king,110,"[1100, 338]","[1301, 670]",black,king
54522,0,20180000011,"[452, 594, 234, 233]",12,WIN_20200429_10_04_28_Pro.jpg,1920,1080,black-queen,111,"[452, 594]","[686, 827]",black,queen
55332,0,20180000011,"[785, 636, 212, 261]",3,WIN_20200429_10_04_28_Pro.jpg,1920,1080,white-king,112,"[785, 636]","[997, 897]",white,king
31482,0,20180000011,"[1110, 760, 159, 198]",11,WIN_20200429_10_04_28_Pro.jpg,1920,1080,black-knight,113,"[1110, 760]","[1269, 958]",black,knight
22796,0,20180000011,"[1322, 759, 139, 164]",8,WIN_20200429_10_04_28_Pro.jpg,1920,1080,black-pawn,114,"[1322, 759]","[1461, 923]",black,pawn
39104,0,20180000011,"[1534, 656, 188, 208]",6,WIN_20200429_10_04_28_Pro.jpg,1920,1080,white-bishop,115,"[1534, 656]","[1722, 864]",white,bishop
46200,0,20180000011,"[1389, 355, 175, 264]",1,WIN_20200429_10_04_28_Pro.jpg,1920,1080,white-queen,116,"[1389, 355]","[1564, 619]",white,queen
29376,0,20180000011,"[1095, 455, 144, 204]",5,WIN_20200429_10_04_28_Pro.jpg,1920,1080,white-knight,117,"[1095, 455]","[1239, 659]",white,knight
16819,0,20180000011,"[829, 496, 121, 139]",7,WIN_20200429_10_04_28_Pro.jpg,1920,1080,white-pawn,118,"[829, 496]","[950, 635]",white,pawn
24382,0,20180000011,"[748, 319, 146, 167]",4,WIN_20200429_10_04_28_Pro.jpg,1920,1080,black-rook,119,"[748, 319]","[894, 486]",black,rook
20760,0,20180000011,"[1030, 313, 120, 173]",10,WIN_20200429_10_04_28_Pro.jpg,1920,1080,white-rook,120,"[1030, 313]","[1150, 486]",white,rook
23868,0,20180000011,"[1250, 152, 117, 204]",2,WIN_20200429_10_04_28_Pro.jpg,1920,1080,black-bishop,121,"[1250, 152]","[1367, 356]",black,bishop
40278,0,20180000011,"[979, 36, 147, 274]",9,WIN_20200429_10_04_28_Pro.jpg,1920,1080,black-king,122,"[979, 36]","[1126, 310]",black,king
31160,0,20180000012,"[709, 32, 152, 205]",12,WIN_20200429_10_04_40_Pro.jpg,1920,1080,black-queen,123,"[709, 32]","[861, 237]",black,queen
23495,0,20180000012,"[714, 305, 127, 185]",3,WIN_20200429_10_04_40_Pro.jpg,1920,1080,white-king,124,"[714, 305]","[841, 490]",white,king
16820,0,20180000012,"[709, 561, 116, 145]",11,WIN_20200429_10_04_40_Pro.jpg,1920,1080,black-knight,125,"[709, 561]","[825, 706]",black,knight
10340,0,20180000012,"[765, 754, 110, 94]",8,WIN_20200429_10_04_40_Pro.jpg,1920,1080,black-pawn,126,"[765, 754]","[875, 848]",black,pawn
18460,0,20180000012,"[852, 909, 142, 130]",7,WIN_20200429_10_04_40_Pro.jpg,1920,1080,white-pawn,127,"[852, 909]","[994, 1039]",white,pawn
24939,0,20180000012,"[1057, 742, 163, 153]",1,WIN_20200429_10_04_40_Pro.jpg,1920,1080,white-queen,128,"[1057, 742]","[1220, 895]",white,queen
19596,0,20180000012,"[957, 512, 138, 142]",5,WIN_20200429_10_04_40_Pro.jpg,1920,1080,white-knight,129,"[957, 512]","[1095, 654]",white,knight
11312,0,20180000012,"[925, 303, 101, 112]",7,WIN_20200429_10_04_40_Pro.jpg,1920,1080,white-pawn,130,"[925, 303]","[1026, 415]",white,pawn
18088,0,20180000012,"[1063, 183, 119, 152]",4,WIN_20200429_10_04_40_Pro.jpg,1920,1080,black-rook,131,"[1063, 183]","[1182, 335]",black,rook
20424,0,20180000012,"[1108, 415, 138, 148]",10,WIN_20200429_10_04_40_Pro.jpg,1920,1080,white-rook,132,"[1108, 415]","[1246, 563]",white,rook
18705,0,20180000012,"[1306, 595, 145, 129]",2,WIN_20200429_10_04_40_Pro.jpg,1920,1080,black-bishop,133,"[1306, 595]","[1451, 724]",black,bishop
43442,0,20180000012,"[1292, 290, 203, 214]",9,WIN_20200429_10_04_40_Pro.jpg,1920,1080,black-king,134,"[1292, 290]","[1495, 504]",black,king
108100,0,20180000013,"[1452, 447, 235, 460]",2,WIN_20200429_10_04_52_Pro.jpg,1920,1080,black-bishop,135,"[1452, 447]","[1687, 907]",black,bishop
146747,0,20180000013,"[1643, 80, 257, 571]",9,WIN_20200429_10_04_52_Pro.jpg,1920,1080,black-king,136,"[1643, 80]","[1900, 651]",black,king
49686,0,20180000013,"[1253, 338, 182, 273]",10,WIN_20200429_10_04_52_Pro.jpg,1920,1080,white-rook,137,"[1253, 338]","[1435, 611]",white,rook
32780,0,20180000013,"[1356, 211, 149, 220]",4,WIN_20200429_10_04_52_Pro.jpg,1920,1080,black-rook,138,"[1356, 211]","[1505, 431]",black,rook
27160,0,20180000013,"[1105, 256, 140, 194]",7,WIN_20200429_10_04_52_Pro.jpg,1920,1080,white-pawn,139,"[1105, 256]","[1245, 450]",white,pawn
58000,0,20180000013,"[918, 335, 200, 290]",5,WIN_20200429_10_04_52_Pro.jpg,1920,1080,white-knight,140,"[918, 335]","[1118, 625]",white,knight
142692,0,20180000013,"[758, 419, 282, 506]",1,WIN_20200429_10_04_52_Pro.jpg,1920,1080,white-queen,141,"[758, 419]","[1040, 925]",white,queen
111339,0,20180000013,"[298, 515, 267, 417]",6,WIN_20200429_10_04_52_Pro.jpg,1920,1080,white-bishop,142,"[298, 515]","[565, 932]",white,bishop
42081,0,20180000013,"[498, 456, 169, 249]",8,WIN_20200429_10_04_52_Pro.jpg,1920,1080,black-pawn,143,"[498, 456]","[667, 705]",black,pawn
52520,0,20180000013,"[573, 301, 202, 260]",11,WIN_20200429_10_04_52_Pro.jpg,1920,1080,black-knight,144,"[573, 301]","[775, 561]",black,knight
68580,0,20180000013,"[798, 57, 180, 381]",3,WIN_20200429_10_04_52_Pro.jpg,1920,1080,white-king,145,"[798, 57]","[978, 438]",white,king
36716,0,20180000013,"[1023, 45, 134, 274]",12,WIN_20200429_10_04_52_Pro.jpg,1920,1080,black-queen,146,"[1023, 45]","[1157, 319]",black,queen
125560,0,20180000014,"[1196, 464, 215, 584]",9,WIN_20200429_10_05_09_Pro.jpg,1920,1080,black-king,147,"[1196, 464]","[1411, 1048]",black,king
86240,0,20180000014,"[662, 677, 220, 392]",2,WIN_20200429_10_05_09_Pro.jpg,1920,1080,black-bishop,148,"[662, 677]","[882, 1069]",black,bishop
80560,0,20180000014,"[406, 465, 212, 380]",1,WIN_20200429_10_05_09_Pro.jpg,1920,1080,white-queen,149,"[406, 465]","[618, 845]",white,queen
49476,0,20180000014,"[293, 439, 186, 266]",6,WIN_20200429_10_05_09_Pro.jpg,1920,1080,white-bishop,150,"[293, 439]","[479, 705]",white,bishop
20592,0,20180000014,"[563, 450, 117, 176]",8,WIN_20200429_10_05_09_Pro.jpg,1920,1080,black-pawn,151,"[563, 450]","[680, 626]",black,pawn
26000,0,20180000014,"[720, 373, 125, 208]",11,WIN_20200429_10_05_09_Pro.jpg,1920,1080,black-knight,152,"[720, 373]","[845, 581]",black,knight
36015,0,20180000014,"[788, 470, 147, 245]",5,WIN_20200429_10_05_09_Pro.jpg,1920,1080,white-knight,153,"[788, 470]","[935, 715]",white,knight
46812,0,20180000014,"[950, 575, 188, 249]",10,WIN_20200429_10_05_09_Pro.jpg,1920,1080,white-rook,154,"[950, 575]","[1138, 824]",white,rook
54060,0,20180000014,"[948, 221, 159, 340]",3,WIN_20200429_10_05_09_Pro.jpg,1920,1080,white-king,155,"[948, 221]","[1107, 561]",white,king
20437,0,20180000014,"[1129, 458, 107, 191]",7,WIN_20200429_10_05_09_Pro.jpg,1920,1080,white-pawn,156,"[1129, 458]","[1236, 649]",white,pawn
34020,0,20180000014,"[1330, 491, 140, 243]",4,WIN_20200429_10_05_09_Pro.jpg,1920,1080,black-rook,157,"[1330, 491]","[1470, 734]",black,rook
29601,0,20180000014,"[1280, 250, 117, 253]",12,WIN_20200429_10_05_09_Pro.jpg,1920,1080,black-queen,158,"[1280, 250]","[1397, 503]",black,queen
48960,0,20180000015,"[365, 480, 204, 240]",2,WIN_20200429_10_05_23_Pro.jpg,1920,1080,black-bishop,159,"[365, 480]","[569, 720]",black,bishop
103230,0,20180000015,"[430, 725, 310, 333]",9,WIN_20200429_10_05_23_Pro.jpg,1920,1080,black-king,160,"[430, 725]","[740, 1058]",black,king
42456,0,20180000015,"[728, 551, 183, 232]",10,WIN_20200429_10_05_23_Pro.jpg,1920,1080,white-rook,161,"[728, 551]","[911, 783]",white,rook
36576,0,20180000015,"[885, 315, 144, 254]",5,WIN_20200429_10_05_23_Pro.jpg,1920,1080,white-knight,162,"[885, 315]","[1029, 569]",white,knight
58110,0,20180000015,"[590, 128, 195, 298]",1,WIN_20200429_10_05_23_Pro.jpg,1920,1080,white-queen,163,"[590, 128]","[785, 426]",white,queen
34827,0,20180000015,"[754, 3, 141, 247]",6,WIN_20200429_10_05_23_Pro.jpg,1920,1080,white-bishop,164,"[754, 3]","[895, 250]",white,bishop
22806,0,20180000015,"[954, 116, 126, 181]",8,WIN_20200429_10_05_23_Pro.jpg,1920,1080,black-pawn,165,"[954, 116]","[1080, 297]",black,pawn
