image_id,category_id,bbox,area,file_name,height,width,category_full_name,annotate_id,coord_tl,coord_br,category_color_name,category_piece_name
8,10,"[566, 166, 120, 178]",21360,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,64,"[566, 166]","[686, 344]",white,pawn
8,10,"[532, 432, 116, 159]",18444,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,65,"[532, 432]","[648, 591]",white,pawn
8,10,"[529, 580, 146, 174]",25404,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,66,"[529, 580]","[675, 754]",white,pawn
8,10,"[753, 771, 120, 180]",21600,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,67,"[753, 771]","[873, 951]",white,pawn
8,2,"[1658, 300, 193, 322]",62146,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-king,68,"[1658, 300]","[1851, 622]",black,king
8,1,"[1304, 130, 140, 229]",32060,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-bishop,69,"[1304, 130]","[1444, 359]",black,bishop
8,6,"[1236, 15, 140, 202]",28280,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-rook,70,"[1236, 15]","[1376, 217]",black,rook
8,6,"[1085, 155, 144, 196]",28224,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-rook,71,"[1085, 155]","[1229, 351]",black,rook
8,3,"[452, 850, 202, 251]",50702,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-knight,72,"[452, 850]","[654, 1101]",black,knight
8,3,"[935, 282, 140, 198]",27720,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-knight,73,"[935, 282]","[1075, 480]",black,knight
8,4,"[1614, 1086, 156, 204]",31824,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,74,"[1614, 1086]","[1770, 1290]",black,pawn
8,4,"[894, 188, 123, 167]",20541,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,75,"[894, 188]","[1017, 355]",black,pawn
8,4,"[1502, 440, 115, 173]",19895,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,76,"[1502, 440]","[1617, 613]",black,pawn
8,4,"[1314, 739, 137, 185]",25345,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,77,"[1314, 739]","[1451, 924]",black,pawn
8,4,"[1171, 930, 145, 187]",27115,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,78,"[1171, 930]","[1316, 1117]",black,pawn
9,3,"[968, 1120, 144, 203]",29232,055b79dd8db4c43e1a23be6095aaf624.jpg,1529,2284,black-knight,79,"[968, 1120]","[1112, 1323]",black,knight
10,3,"[1369, 729, 138, 212]",29256,05de676d5078dc0a13796f3f627993ef.jpg,1529,2284,black-knight,80,"[1369, 729]","[1507, 941]",black,knight
11,2,"[950, 651, 145, 291]",42195,0cf670506bf9e0fe587647cd62caa232.jpg,1529,2284,black-king,81,"[950, 651]","[1095, 942]",black,king
12,2,"[1333, 641, 173, 294]",50862,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-king,82,"[1333, 641]","[1506, 935]",black,king
12,5,"[1285, 374, 144, 258]",37152,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-queen,83,"[1285, 374]","[1429, 632]",black,queen
12,6,"[1095, 183, 125, 188]",23500,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-rook,84,"[1095, 183]","[1220, 371]",black,rook
12,4,"[1112, 434, 111, 161]",17871,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-pawn,85,"[1112, 434]","[1223, 595]",black,pawn
12,8,"[702, 320, 157, 302]",47414,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-king,86,"[702, 320]","[859, 622]",white,king
12,7,"[547, 553, 152, 215]",32680,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-bishop,87,"[547, 553]","[699, 768]",white,bishop
12,10,"[924, 439, 111, 154]",17094,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-pawn,88,"[924, 439]","[1035, 593]",white,pawn
12,10,"[511, 926, 139, 186]",25854,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-pawn,89,"[511, 926]","[650, 1112]",white,pawn
13,1,"[970, 910, 125, 205]",25625,06770ce99d4866165c0dfb104179c361.jpg,1529,2284,black-bishop,90,"[970, 910]","[1095, 1115]",black,bishop
14,2,"[1653, 299, 204, 326]",66504,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-king,91,"[1653, 299]","[1857, 625]",black,king
14,6,"[1424, 147, 159, 218]",34662,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-rook,92,"[1424, 147]","[1583, 365]",black,rook
14,3,"[1379, 1045, 193, 246]",47478,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-knight,93,"[1379, 1045]","[1572, 1291]",black,knight
14,4,"[1530, 749, 135, 169]",22815,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-pawn,94,"[1530, 749]","[1665, 918]",black,pawn
14,4,"[1126, 448, 123, 178]",21894,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-pawn,95,"[1126, 448]","[1249, 626]",black,pawn
14,1,"[1150, 715, 145, 234]",33930,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-bishop,96,"[1150, 715]","[1295, 949]",black,bishop
14,1,"[729, 106, 142, 241]",34222,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-bishop,97,"[729, 106]","[871, 347]",black,bishop
14,8,"[300, 431, 204, 343]",69972,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-king,98,"[300, 431]","[504, 774]",white,king
14,10,"[705, 742, 141, 181]",25521,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-pawn,99,"[705, 742]","[846, 923]",white,pawn
14,11,"[931, 89, 165, 278]",45870,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-queen,100,"[931, 89]","[1096, 367]",white,queen
14,9,"[358, 103, 182, 240]",43680,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-knight,101,"[358, 103]","[540, 343]",white,knight
14,7,"[1089, 1, 130, 215]",27950,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-bishop,102,"[1089, 1]","[1219, 216]",white,bishop
14,7,"[251, 858, 187, 240]",44880,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-bishop,103,"[251, 858]","[438, 1098]",white,bishop
15,8,"[706, 319, 154, 304]",46816,0798bfb058da59d189c1bfadcf814f29.jpg,1529,2284,white-king,104,"[706, 319]","[860, 623]",white,king
16,12,"[956, 918, 138, 196]",27048,0b2252c93c53e1b2e61d485b22328e2e.jpg,1529,2284,white-rook,105,"[956, 918]","[1094, 1114]",white,rook
17,8,"[1170, 829, 153, 296]",45288,0d9afc3d23392c3958f53d7fe71fd2f1.jpg,1529,2284,white-king,106,"[1170, 829]","[1323, 1125]",white,king
18,1,"[954, 412, 112, 202]",22624,104ec0199cb67e1a359b1b0845ee66f3.jpg,1529,2284,black-bishop,107,"[954, 412]","[1066, 614]",black,bishop
19,7,"[937, 547, 141, 225]",31725,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-bishop,108,"[937, 547]","[1078, 772]",white,bishop
19,12,"[922, 413, 150, 207]",31050,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-rook,109,"[922, 413]","[1072, 620]",white,rook
19,11,"[717, 86, 155, 275]",42625,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-queen,110,"[717, 86]","[872, 361]",white,queen
19,9,"[954, 878, 172, 225]",38700,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-knight,111,"[954, 878]","[1126, 1103]",white,knight
19,10,"[752, 760, 126, 196]",24696,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-pawn,112,"[752, 760]","[878, 956]",white,pawn
19,10,"[577, 179, 112, 162]",18144,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-pawn,113,"[577, 179]","[689, 341]",white,pawn
19,10,"[521, 428, 139, 174]",24186,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-pawn,114,"[521, 428]","[660, 602]",white,pawn
19,8,"[282, 303, 184, 323]",59432,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-king,115,"[282, 303]","[466, 626]",white,king
19,6,"[558, 8, 131, 198]",25938,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-rook,116,"[558, 8]","[689, 206]",black,rook
19,3,"[446, 855, 189, 249]",47061,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-knight,117,"[446, 855]","[635, 1104]",black,knight
19,2,"[1663, 306, 193, 306]",59058,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-king,118,"[1663, 306]","[1856, 612]",black,king
19,4,"[1284, 444, 122, 171]",20862,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-pawn,119,"[1284, 444]","[1406, 615]",black,pawn
19,4,"[916, 733, 127, 178]",22606,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-pawn,120,"[916, 733]","[1043, 911]",black,pawn
19,4,"[1171, 931, 133, 175]",23275,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-pawn,121,"[1171, 931]","[1304, 1106]",black,pawn
20,9,"[242, 1126, 176, 202]",35552,0d9dbf62d5ee42b92bf55197bba4254d.jpg,1529,2284,white-knight,122,"[242, 1126]","[418, 1328]",white,knight
21,2,"[1679, 331, 189, 310]",58590,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-king,123,"[1679, 331]","[1868, 641]",black,king
21,12,"[1607, 159, 156, 211]",32916,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-rook,124,"[1607, 159]","[1763, 370]",white,rook
21,8,"[471, 454, 226, 313]",70738,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-king,125,"[471, 454]","[697, 767]",white,king
21,10,"[517, 431, 139, 172]",23908,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-pawn,126,"[517, 431]","[656, 603]",white,pawn
21,10,"[730, 767, 154, 180]",27720,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-pawn,127,"[730, 767]","[884, 947]",white,pawn
21,6,"[351, 115, 161, 207]",33327,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-rook,128,"[351, 115]","[512, 322]",black,rook
21,4,"[733, 587, 129, 175]",22575,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-pawn,129,"[733, 587]","[862, 762]",black,pawn
21,4,"[1287, 432, 128, 189]",24192,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-pawn,130,"[1287, 432]","[1415, 621]",black,pawn
21,4,"[1168, 907, 137, 209]",28633,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-pawn,131,"[1168, 907]","[1305, 1116]",black,pawn
22,2,"[1660, 307, 193, 309]",59637,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-king,132,"[1660, 307]","[1853, 616]",black,king
22,12,"[917, 411, 147, 210]",30870,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-rook,133,"[917, 411]","[1064, 621]",white,rook
22,9,"[731, 538, 149, 226]",33674,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-knight,134,"[731, 538]","[880, 764]",white,knight
22,7,"[942, 541, 134, 238]",31892,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-bishop,135,"[942, 541]","[1076, 779]",white,bishop
22,11,"[716, 86, 155, 272]",42160,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-queen,136,"[716, 86]","[871, 358]",white,queen
22,8,"[291, 300, 182, 328]",59696,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-king,137,"[291, 300]","[473, 628]",white,king
22,10,"[561, 176, 132, 161]",21252,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-pawn,138,"[561, 176]","[693, 337]",white,pawn
22,10,"[529, 431, 126, 175]",22050,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-pawn,139,"[529, 431]","[655, 606]",white,pawn
22,10,"[745, 766, 130, 184]",23920,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-pawn,140,"[745, 766]","[875, 950]",white,pawn
22,6,"[549, 8, 143, 202]",28886,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-rook,141,"[549, 8]","[692, 210]",black,rook
22,4,"[1290, 439, 121, 181]",21901,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-pawn,142,"[1290, 439]","[1411, 620]",black,pawn
22,4,"[914, 744, 133, 168]",22344,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-pawn,143,"[914, 744]","[1047, 912]",black,pawn
22,4,"[1172, 927, 138, 182]",25116,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-pawn,144,"[1172, 927]","[1310, 1109]",black,pawn
23,2,"[1483, 318, 197, 316]",62252,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-king,145,"[1483, 318]","[1680, 634]",black,king
23,11,"[1595, 80, 182, 264]",48048,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-queen,146,"[1595, 80]","[1777, 344]",white,queen
23,7,"[942, 550, 140, 229]",32060,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-bishop,147,"[942, 550]","[1082, 779]",white,bishop
23,12,"[918, 415, 160, 209]",33440,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-rook,148,"[918, 415]","[1078, 624]",white,rook
23,6,"[557, 8, 129, 198]",25542,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-rook,149,"[557, 8]","[686, 206]",black,rook
23,8,"[284, 304, 192, 325]",62400,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-king,150,"[284, 304]","[476, 629]",white,king
23,10,"[564, 164, 134, 172]",23048,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-pawn,151,"[564, 164]","[698, 336]",white,pawn
23,10,"[744, 768, 139, 175]",24325,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-pawn,152,"[744, 768]","[883, 943]",white,pawn
23,10,"[528, 423, 126, 182]",22932,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-pawn,153,"[528, 423]","[654, 605]",white,pawn
23,4,"[728, 586, 129, 173]",22317,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-pawn,154,"[728, 586]","[857, 759]",black,pawn
23,4,"[1285, 438, 129, 175]",22575,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-pawn,155,"[1285, 438]","[1414, 613]",black,pawn
23,4,"[1180, 927, 123, 181]",22263,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-pawn,156,"[1180, 927]","[1303, 1108]",black,pawn
24,2,"[1657, 304, 198, 324]",64152,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-king,157,"[1657, 304]","[1855, 628]",black,king
24,1,"[1383, 1055, 171, 253]",43263,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-bishop,158,"[1383, 1055]","[1554, 1308]",black,bishop
24,4,"[1567, 901, 139, 177]",24603,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-pawn,159,"[1567, 901]","[1706, 1078]",black,pawn
24,4,"[1529, 746, 135, 172]",23220,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-pawn,160,"[1529, 746]","[1664, 918]",black,pawn
24,1,"[1305, 247, 136, 228]",31008,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-bishop,161,"[1305, 247]","[1441, 475]",black,bishop
24,7,"[915, 232, 157, 247]",38779,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,white-bishop,162,"[915, 232]","[1072, 479]",white,bishop
24,8,"[315, 439, 175, 339]",59325,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,white-king,163,"[315, 439]","[490, 778]",white,king
24,10,"[714, 735, 131, 189]",24759,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,white-pawn,164,"[714, 735]","[845, 924]",white,pawn
25,7,"[1119, 25, 103, 204]",21012,0b47311f426ff926578c9d738d683e76.jpg,1529,2284,white-bishop,165,"[1119, 25]","[1222, 229]",white,bishop
26,11,"[1122, 99, 123, 249]",30627,0b4ba28f0c759a11750a6430649b52e3.jpg,1529,2284,white-queen,166,"[1122, 99]","[1245, 348]",white,queen
27,3,"[1146, 285, 107, 202]",21614,18742c87a03866e042c5659ba04d1180.jpg,1529,2284,black-knight,167,"[1146, 285]","[1253, 487]",black,knight
