area,bbox,category_id,image_id,file_name,height,width,category_full_name,annotate_id,coord_tl,coord_br,category_color_name,category_piece_name
30408,"[1805, 839, 168, 181]",3,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-knight,24,"[1805, 839]","[1973, 1020]",black,knight
31785,"[1842, 1025, 163, 195]",6,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-rook,25,"[1842, 1025]","[2005, 1220]",black,rook
17584,"[1639, 21, 112, 157]",6,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-rook,26,"[1639, 21]","[1751, 178]",black,rook
13013,"[1463, 30, 91, 143]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,27,"[1463, 30]","[1554, 173]",black,pawn
12460,"[1477, 152, 89, 140]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,28,"[1477, 152]","[1566, 292]",black,pawn
13680,"[1501, 275, 95, 144]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,29,"[1501, 275]","[1596, 419]",black,pawn
13485,"[1520, 397, 93, 145]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,30,"[1520, 397]","[1613, 542]",black,pawn
15876,"[1541, 540, 108, 147]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,31,"[1541, 540]","[1649, 687]",black,pawn
18564,"[1561, 700, 119, 156]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,32,"[1561, 700]","[1680, 856]",black,pawn
18150,"[1601, 860, 110, 165]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,33,"[1601, 860]","[1711, 1025]",black,pawn
19278,"[1631, 1047, 119, 162]",4,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,black-pawn,34,"[1631, 1047]","[1750, 1209]",black,pawn
34170,"[364, 298, 134, 255]",11,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-queen,35,"[364, 298]","[498, 553]",white,queen
44092,"[327, 410, 151, 292]",8,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-king,36,"[327, 410]","[478, 702]",white,king
22127,"[391, 208, 109, 203]",7,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-bishop,37,"[391, 208]","[500, 411]",white,bishop
24428,"[309, 648, 124, 197]",7,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-bishop,38,"[309, 648]","[433, 845]",white,bishop
22230,"[422, 97, 117, 190]",9,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-knight,39,"[422, 97]","[539, 287]",white,knight
29540,"[316, 815, 140, 211]",9,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-knight,40,"[316, 815]","[456, 1026]",white,knight
31059,"[247, 1041, 153, 203]",12,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-rook,41,"[247, 1041]","[400, 1244]",white,rook
16695,"[430, 0, 105, 159]",12,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-rook,42,"[430, 0]","[535, 159]",white,rook
14308,"[603, 141, 98, 146]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,43,"[603, 141]","[701, 287]",white,pawn
13140,"[611, 17, 90, 146]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,44,"[611, 17]","[701, 163]",white,pawn
13485,"[601, 268, 93, 145]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,45,"[601, 268]","[694, 413]",white,pawn
15147,"[585, 397, 99, 153]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,46,"[585, 397]","[684, 550]",white,pawn
15347,"[582, 551, 103, 149]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,47,"[582, 551]","[685, 700]",white,pawn
15080,"[558, 712, 104, 145]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,48,"[558, 712]","[662, 857]",white,pawn
17472,"[550, 860, 112, 156]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,49,"[550, 860]","[662, 1016]",white,pawn
23213,"[506, 1042, 139, 167]",10,6,03d3ff4582c8125d69c19a72f846bec8.jpg,1529,2284,white-pawn,50,"[506, 1042]","[645, 1209]",white,pawn
23436,"[1092, 188, 126, 186]",6,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,black-rook,51,"[1092, 188]","[1218, 374]",black,rook
16665,"[1116, 440, 101, 165]",4,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,black-pawn,52,"[1116, 440]","[1217, 605]",black,pawn
52497,"[1125, 637, 171, 307]",2,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,black-king,53,"[1125, 637]","[1296, 944]",black,king
41720,"[719, 325, 140, 298]",8,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,white-king,54,"[719, 325]","[859, 623]",white,king
31974,"[546, 551, 146, 219]",7,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,white-bishop,55,"[546, 551]","[692, 770]",white,bishop
18590,"[927, 433, 110, 169]",10,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,white-pawn,56,"[927, 433]","[1037, 602]",white,pawn
21417,"[523, 935, 121, 177]",10,7,04aed88a8d23cf27e47806eb23948495.jpg,1529,2284,white-pawn,57,"[523, 935]","[644, 1112]",white,pawn
27300,"[381, 42, 140, 195]",12,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-rook,58,"[381, 42]","[521, 237]",white,rook
55980,"[294, 315, 180, 311]",8,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-king,59,"[294, 315]","[474, 626]",white,king
47520,"[706, 72, 160, 297]",11,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-queen,60,"[706, 72]","[866, 369]",white,queen
31464,"[750, 538, 138, 228]",7,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-bishop,61,"[750, 538]","[888, 766]",white,bishop
33892,"[351, 119, 148, 229]",7,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-bishop,62,"[351, 119]","[499, 348]",white,bishop
46065,"[442, 1080, 185, 249]",9,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-knight,63,"[442, 1080]","[627, 1329]",white,knight
21360,"[566, 166, 120, 178]",10,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,64,"[566, 166]","[686, 344]",white,pawn
18444,"[532, 432, 116, 159]",10,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,65,"[532, 432]","[648, 591]",white,pawn
25404,"[529, 580, 146, 174]",10,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,66,"[529, 580]","[675, 754]",white,pawn
21600,"[753, 771, 120, 180]",10,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,white-pawn,67,"[753, 771]","[873, 951]",white,pawn
62146,"[1658, 300, 193, 322]",2,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-king,68,"[1658, 300]","[1851, 622]",black,king
32060,"[1304, 130, 140, 229]",1,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-bishop,69,"[1304, 130]","[1444, 359]",black,bishop
28280,"[1236, 15, 140, 202]",6,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-rook,70,"[1236, 15]","[1376, 217]",black,rook
28224,"[1085, 155, 144, 196]",6,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-rook,71,"[1085, 155]","[1229, 351]",black,rook
50702,"[452, 850, 202, 251]",3,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-knight,72,"[452, 850]","[654, 1101]",black,knight
27720,"[935, 282, 140, 198]",3,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-knight,73,"[935, 282]","[1075, 480]",black,knight
31824,"[1614, 1086, 156, 204]",4,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,74,"[1614, 1086]","[1770, 1290]",black,pawn
20541,"[894, 188, 123, 167]",4,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,75,"[894, 188]","[1017, 355]",black,pawn
19895,"[1502, 440, 115, 173]",4,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,76,"[1502, 440]","[1617, 613]",black,pawn
25345,"[1314, 739, 137, 185]",4,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,77,"[1314, 739]","[1451, 924]",black,pawn
27115,"[1171, 930, 145, 187]",4,8,05ad7223827a29a8283f6c4b2490f52f.jpg,1529,2284,black-pawn,78,"[1171, 930]","[1316, 1117]",black,pawn
29232,"[968, 1120, 144, 203]",3,9,055b79dd8db4c43e1a23be6095aaf624.jpg,1529,2284,black-knight,79,"[968, 1120]","[1112, 1323]",black,knight
29256,"[1369, 729, 138, 212]",3,10,05de676d5078dc0a13796f3f627993ef.jpg,1529,2284,black-knight,80,"[1369, 729]","[1507, 941]",black,knight
42195,"[950, 651, 145, 291]",2,11,0cf670506bf9e0fe587647cd62caa232.jpg,1529,2284,black-king,81,"[950, 651]","[1095, 942]",black,king
50862,"[1333, 641, 173, 294]",2,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-king,82,"[1333, 641]","[1506, 935]",black,king
37152,"[1285, 374, 144, 258]",5,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-queen,83,"[1285, 374]","[1429, 632]",black,queen
23500,"[1095, 183, 125, 188]",6,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-rook,84,"[1095, 183]","[1220, 371]",black,rook
17871,"[1112, 434, 111, 161]",4,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,black-pawn,85,"[1112, 434]","[1223, 595]",black,pawn
47414,"[702, 320, 157, 302]",8,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-king,86,"[702, 320]","[859, 622]",white,king
32680,"[547, 553, 152, 215]",7,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-bishop,87,"[547, 553]","[699, 768]",white,bishop
17094,"[924, 439, 111, 154]",10,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-pawn,88,"[924, 439]","[1035, 593]",white,pawn
25854,"[511, 926, 139, 186]",10,12,0c09b79cff39932c59ecc745dd827906.jpg,1529,2284,white-pawn,89,"[511, 926]","[650, 1112]",white,pawn
25625,"[970, 910, 125, 205]",1,13,06770ce99d4866165c0dfb104179c361.jpg,1529,2284,black-bishop,90,"[970, 910]","[1095, 1115]",black,bishop
66504,"[1653, 299, 204, 326]",2,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-king,91,"[1653, 299]","[1857, 625]",black,king
34662,"[1424, 147, 159, 218]",6,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-rook,92,"[1424, 147]","[1583, 365]",black,rook
47478,"[1379, 1045, 193, 246]",3,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-knight,93,"[1379, 1045]","[1572, 1291]",black,knight
22815,"[1530, 749, 135, 169]",4,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-pawn,94,"[1530, 749]","[1665, 918]",black,pawn
21894,"[1126, 448, 123, 178]",4,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-pawn,95,"[1126, 448]","[1249, 626]",black,pawn
33930,"[1150, 715, 145, 234]",1,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-bishop,96,"[1150, 715]","[1295, 949]",black,bishop
34222,"[729, 106, 142, 241]",1,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,black-bishop,97,"[729, 106]","[871, 347]",black,bishop
69972,"[300, 431, 204, 343]",8,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-king,98,"[300, 431]","[504, 774]",white,king
25521,"[705, 742, 141, 181]",10,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-pawn,99,"[705, 742]","[846, 923]",white,pawn
45870,"[931, 89, 165, 278]",11,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-queen,100,"[931, 89]","[1096, 367]",white,queen
43680,"[358, 103, 182, 240]",9,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-knight,101,"[358, 103]","[540, 343]",white,knight
27950,"[1089, 1, 130, 215]",7,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-bishop,102,"[1089, 1]","[1219, 216]",white,bishop
44880,"[251, 858, 187, 240]",7,14,0af4c8f0fb5d899e9d1c8d34b2efa980.jpg,1529,2284,white-bishop,103,"[251, 858]","[438, 1098]",white,bishop
46816,"[706, 319, 154, 304]",8,15,0798bfb058da59d189c1bfadcf814f29.jpg,1529,2284,white-king,104,"[706, 319]","[860, 623]",white,king
27048,"[956, 918, 138, 196]",12,16,0b2252c93c53e1b2e61d485b22328e2e.jpg,1529,2284,white-rook,105,"[956, 918]","[1094, 1114]",white,rook
45288,"[1170, 829, 153, 296]",8,17,0d9afc3d23392c3958f53d7fe71fd2f1.jpg,1529,2284,white-king,106,"[1170, 829]","[1323, 1125]",white,king
22624,"[954, 412, 112, 202]",1,18,104ec0199cb67e1a359b1b0845ee66f3.jpg,1529,2284,black-bishop,107,"[954, 412]","[1066, 614]",black,bishop
31725,"[937, 547, 141, 225]",7,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-bishop,108,"[937, 547]","[1078, 772]",white,bishop
31050,"[922, 413, 150, 207]",12,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-rook,109,"[922, 413]","[1072, 620]",white,rook
42625,"[717, 86, 155, 275]",11,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-queen,110,"[717, 86]","[872, 361]",white,queen
38700,"[954, 878, 172, 225]",9,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-knight,111,"[954, 878]","[1126, 1103]",white,knight
24696,"[752, 760, 126, 196]",10,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-pawn,112,"[752, 760]","[878, 956]",white,pawn
18144,"[577, 179, 112, 162]",10,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-pawn,113,"[577, 179]","[689, 341]",white,pawn
24186,"[521, 428, 139, 174]",10,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-pawn,114,"[521, 428]","[660, 602]",white,pawn
59432,"[282, 303, 184, 323]",8,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,white-king,115,"[282, 303]","[466, 626]",white,king
25938,"[558, 8, 131, 198]",6,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-rook,116,"[558, 8]","[689, 206]",black,rook
47061,"[446, 855, 189, 249]",3,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-knight,117,"[446, 855]","[635, 1104]",black,knight
59058,"[1663, 306, 193, 306]",2,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-king,118,"[1663, 306]","[1856, 612]",black,king
20862,"[1284, 444, 122, 171]",4,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-pawn,119,"[1284, 444]","[1406, 615]",black,pawn
22606,"[916, 733, 127, 178]",4,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-pawn,120,"[916, 733]","[1043, 911]",black,pawn
23275,"[1171, 931, 133, 175]",4,19,13106bbc80a01cc413c2ab5052d2ec25.jpg,1529,2284,black-pawn,121,"[1171, 931]","[1304, 1106]",black,pawn
35552,"[242, 1126, 176, 202]",9,20,0d9dbf62d5ee42b92bf55197bba4254d.jpg,1529,2284,white-knight,122,"[242, 1126]","[418, 1328]",white,knight
58590,"[1679, 331, 189, 310]",2,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-king,123,"[1679, 331]","[1868, 641]",black,king
32916,"[1607, 159, 156, 211]",12,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-rook,124,"[1607, 159]","[1763, 370]",white,rook
70738,"[471, 454, 226, 313]",8,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-king,125,"[471, 454]","[697, 767]",white,king
23908,"[517, 431, 139, 172]",10,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-pawn,126,"[517, 431]","[656, 603]",white,pawn
27720,"[730, 767, 154, 180]",10,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,white-pawn,127,"[730, 767]","[884, 947]",white,pawn
33327,"[351, 115, 161, 207]",6,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-rook,128,"[351, 115]","[512, 322]",black,rook
22575,"[733, 587, 129, 175]",4,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-pawn,129,"[733, 587]","[862, 762]",black,pawn
24192,"[1287, 432, 128, 189]",4,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-pawn,130,"[1287, 432]","[1415, 621]",black,pawn
28633,"[1168, 907, 137, 209]",4,21,0f4512d71c096f2699d705792e88fc58.jpg,1529,2284,black-pawn,131,"[1168, 907]","[1305, 1116]",black,pawn
59637,"[1660, 307, 193, 309]",2,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-king,132,"[1660, 307]","[1853, 616]",black,king
30870,"[917, 411, 147, 210]",12,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-rook,133,"[917, 411]","[1064, 621]",white,rook
33674,"[731, 538, 149, 226]",9,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-knight,134,"[731, 538]","[880, 764]",white,knight
31892,"[942, 541, 134, 238]",7,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-bishop,135,"[942, 541]","[1076, 779]",white,bishop
42160,"[716, 86, 155, 272]",11,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-queen,136,"[716, 86]","[871, 358]",white,queen
59696,"[291, 300, 182, 328]",8,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-king,137,"[291, 300]","[473, 628]",white,king
21252,"[561, 176, 132, 161]",10,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-pawn,138,"[561, 176]","[693, 337]",white,pawn
22050,"[529, 431, 126, 175]",10,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-pawn,139,"[529, 431]","[655, 606]",white,pawn
23920,"[745, 766, 130, 184]",10,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,white-pawn,140,"[745, 766]","[875, 950]",white,pawn
28886,"[549, 8, 143, 202]",6,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-rook,141,"[549, 8]","[692, 210]",black,rook
21901,"[1290, 439, 121, 181]",4,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-pawn,142,"[1290, 439]","[1411, 620]",black,pawn
22344,"[914, 744, 133, 168]",4,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-pawn,143,"[914, 744]","[1047, 912]",black,pawn
25116,"[1172, 927, 138, 182]",4,22,1728cd731489df8bb8e0396e178fe393.jpg,1529,2284,black-pawn,144,"[1172, 927]","[1310, 1109]",black,pawn
62252,"[1483, 318, 197, 316]",2,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-king,145,"[1483, 318]","[1680, 634]",black,king
48048,"[1595, 80, 182, 264]",11,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-queen,146,"[1595, 80]","[1777, 344]",white,queen
32060,"[942, 550, 140, 229]",7,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-bishop,147,"[942, 550]","[1082, 779]",white,bishop
33440,"[918, 415, 160, 209]",12,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-rook,148,"[918, 415]","[1078, 624]",white,rook
25542,"[557, 8, 129, 198]",6,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-rook,149,"[557, 8]","[686, 206]",black,rook
62400,"[284, 304, 192, 325]",8,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-king,150,"[284, 304]","[476, 629]",white,king
23048,"[564, 164, 134, 172]",10,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-pawn,151,"[564, 164]","[698, 336]",white,pawn
24325,"[744, 768, 139, 175]",10,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-pawn,152,"[744, 768]","[883, 943]",white,pawn
22932,"[528, 423, 126, 182]",10,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,white-pawn,153,"[528, 423]","[654, 605]",white,pawn
22317,"[728, 586, 129, 173]",4,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-pawn,154,"[728, 586]","[857, 759]",black,pawn
22575,"[1285, 438, 129, 175]",4,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-pawn,155,"[1285, 438]","[1414, 613]",black,pawn
22263,"[1180, 927, 123, 181]",4,23,1595777dfa66e954ae23655743e24809.jpg,1529,2284,black-pawn,156,"[1180, 927]","[1303, 1108]",black,pawn
64152,"[1657, 304, 198, 324]",2,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-king,157,"[1657, 304]","[1855, 628]",black,king
43263,"[1383, 1055, 171, 253]",1,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-bishop,158,"[1383, 1055]","[1554, 1308]",black,bishop
24603,"[1567, 901, 139, 177]",4,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-pawn,159,"[1567, 901]","[1706, 1078]",black,pawn
23220,"[1529, 746, 135, 172]",4,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-pawn,160,"[1529, 746]","[1664, 918]",black,pawn
31008,"[1305, 247, 136, 228]",1,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,black-bishop,161,"[1305, 247]","[1441, 475]",black,bishop
38779,"[915, 232, 157, 247]",7,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,white-bishop,162,"[915, 232]","[1072, 479]",white,bishop
59325,"[315, 439, 175, 339]",8,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,white-king,163,"[315, 439]","[490, 778]",white,king
24759,"[714, 735, 131, 189]",10,24,15cc23c777b00d0e123f9df468f2852b.jpg,1529,2284,white-pawn,164,"[714, 735]","[845, 924]",white,pawn
21012,"[1119, 25, 103, 204]",7,25,0b47311f426ff926578c9d738d683e76.jpg,1529,2284,white-bishop,165,"[1119, 25]","[1222, 229]",white,bishop
30627,"[1122, 99, 123, 249]",11,26,0b4ba28f0c759a11750a6430649b52e3.jpg,1529,2284,white-queen,166,"[1122, 99]","[1245, 348]",white,queen
21614,"[1146, 285, 107, 202]",3,27,18742c87a03866e042c5659ba04d1180.jpg,1529,2284,black-knight,167,"[1146, 285]","[1253, 487]",black,knight
