image_id,category_id,bbox,area,file_name,height,width,category_full_name,annotate_id,coord_tl,coord_br,category_color_name,category_piece_name
9,10,"[569, 171, 111, 166]",18426,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,white-pawn,33,"[569, 171]","[680, 337]",white,pawn
9,10,"[537, 436, 116, 165]",19140,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,white-pawn,34,"[537, 436]","[653, 601]",white,pawn
9,10,"[531, 589, 131, 168]",22008,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,white-pawn,35,"[531, 589]","[662, 757]",white,pawn
9,10,"[491, 931, 144, 176]",25344,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,white-pawn,36,"[491, 931]","[635, 1107]",white,pawn
9,5,"[1115, 500, 143, 285]",40755,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-queen,37,"[1115, 500]","[1258, 785]",black,queen
9,1,"[749, 718, 140, 226]",31640,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-bishop,38,"[749, 718]","[889, 944]",black,bishop
9,3,"[1288, 404, 138, 220]",30360,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-knight,39,"[1288, 404]","[1426, 624]",black,knight
9,3,"[1379, 873, 150, 251]",37650,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-knight,40,"[1379, 873]","[1529, 1124]",black,knight
9,2,"[1673, 300, 180, 302]",54360,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-king,41,"[1673, 300]","[1853, 602]",black,king
9,1,"[1422, 25, 124, 211]",26164,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-bishop,42,"[1422, 25]","[1546, 236]",black,bishop
9,6,"[1608, 35, 127, 193]",24511,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-rook,43,"[1608, 35]","[1735, 228]",black,rook
9,6,"[1761, 716, 158, 220]",34760,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-rook,44,"[1761, 716]","[1919, 936]",black,rook
9,4,"[1625, 1113, 138, 173]",23874,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-pawn,45,"[1625, 1113]","[1763, 1286]",black,pawn
9,4,"[1504, 447, 114, 162]",18468,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-pawn,46,"[1504, 447]","[1618, 609]",black,pawn
9,4,"[1261, 184, 112, 171]",19152,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-pawn,47,"[1261, 184]","[1373, 355]",black,pawn
9,4,"[1119, 319, 108, 164]",17712,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-pawn,48,"[1119, 319]","[1227, 483]",black,pawn
9,4,"[1326, 732, 119, 175]",20825,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-pawn,49,"[1326, 732]","[1445, 907]",black,pawn
9,4,"[1175, 930, 120, 182]",21840,1a530d578f3f0bf3497bfeff3d953025_jpg.rf.02b21777d8132496ce82e9bfca875c26.jpg,1529,2284,black-pawn,50,"[1175, 930]","[1295, 1112]",black,pawn
10,3,"[1873, 1083, 150, 224]",33600,f587402be410b424bcbbac06e1dc6162_jpg.rf.085a8e79ae82b02cd1ecaf2307fc1ec0.jpg,1529,2284,black-knight,51,"[1873, 1083]","[2023, 1307]",black,knight
11,3,"[404, 37, 128, 181]",23168,d0cc2420bce5b14dfd39e55dc3737e57_jpg.rf.020250feccf612360eaad3611169b038.jpg,1529,2284,black-knight,52,"[404, 37]","[532, 218]",black,knight
12,9,"[1614, 45, 135, 183]",24705,247f9cf35a263dc7dd7886b187fd5480_jpg.rf.0732159e4a67cfc2de5d0ad0869ea36a.jpg,1529,2284,white-knight,53,"[1614, 45]","[1749, 228]",white,knight
13,11,"[706, 86, 157, 276]",43332,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-queen,54,"[706, 86]","[863, 362]",white,queen
13,12,"[380, 41, 146, 198]",28908,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-rook,55,"[380, 41]","[526, 239]",white,rook
13,7,"[359, 118, 142, 223]",31666,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-bishop,56,"[359, 118]","[501, 341]",white,bishop
13,8,"[295, 311, 170, 314]",53380,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-king,57,"[295, 311]","[465, 625]",white,king
13,9,"[451, 1081, 191, 248]",47368,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-knight,58,"[451, 1081]","[642, 1329]",white,knight
13,10,"[560, 166, 123, 168]",20664,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-pawn,59,"[560, 166]","[683, 334]",white,pawn
13,10,"[528, 434, 121, 163]",19723,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-pawn,60,"[528, 434]","[649, 597]",white,pawn
13,10,"[521, 581, 142, 170]",24140,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-pawn,61,"[521, 581]","[663, 751]",white,pawn
13,10,"[751, 772, 137, 176]",24112,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,white-pawn,62,"[751, 772]","[888, 948]",white,pawn
13,2,"[1664, 305, 196, 308]",60368,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-king,63,"[1664, 305]","[1860, 613]",black,king
13,6,"[1240, 24, 137, 199]",27263,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-rook,64,"[1240, 24]","[1377, 223]",black,rook
13,1,"[1084, 234, 142, 235]",33370,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-bishop,65,"[1084, 234]","[1226, 469]",black,bishop
13,6,"[1094, 431, 143, 192]",27456,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-rook,66,"[1094, 431]","[1237, 623]",black,rook
13,3,"[718, 536, 168, 245]",41160,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-knight,67,"[718, 536]","[886, 781]",black,knight
13,3,"[468, 859, 165, 238]",39270,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-knight,68,"[468, 859]","[633, 1097]",black,knight
13,4,"[899, 186, 113, 170]",19210,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-pawn,69,"[899, 186]","[1012, 356]",black,pawn
13,4,"[1172, 930, 132, 175]",23100,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-pawn,70,"[1172, 930]","[1304, 1105]",black,pawn
13,4,"[1503, 437, 121, 171]",20691,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-pawn,71,"[1503, 437]","[1624, 608]",black,pawn
13,4,"[1331, 740, 124, 173]",21452,871597c145446cf58c1c2dd7db988864_jpg.rf.02b3bfa0ef327b6dca7e21c2291ed02d.jpg,1529,2284,black-pawn,72,"[1331, 740]","[1455, 913]",black,pawn
14,11,"[1112, 0, 115, 229]",26335,673bcd0d44f495fbe9dd88d5cacfceb3_jpg.rf.07639d24bb78877eb13e16e8adf9328f.jpg,1529,2284,white-queen,73,"[1112, 0]","[1227, 229]",white,queen
15,6,"[1284, 14, 124, 170]",21080,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-rook,74,"[1284, 14]","[1408, 184]",black,rook
15,6,"[1837, 1009, 168, 213]",35784,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-rook,75,"[1837, 1009]","[2005, 1222]",black,rook
15,2,"[1689, 409, 204, 303]",61812,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-king,76,"[1689, 409]","[1893, 712]",black,king
15,5,"[1284, 318, 156, 262]",40872,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-queen,77,"[1284, 318]","[1440, 580]",black,queen
15,4,"[1468, 137, 103, 161]",16583,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-pawn,78,"[1468, 137]","[1571, 298]",black,pawn
15,4,"[1498, 268, 98, 162]",15876,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-pawn,79,"[1498, 268]","[1596, 430]",black,pawn
15,4,"[1538, 537, 116, 159]",18444,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-pawn,80,"[1538, 537]","[1654, 696]",black,pawn
15,4,"[1560, 695, 113, 162]",18306,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-pawn,81,"[1560, 695]","[1673, 857]",black,pawn
15,4,"[1119, 382, 110, 156]",17160,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-pawn,82,"[1119, 382]","[1229, 538]",black,pawn
15,4,"[1134, 23, 103, 158]",16274,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-pawn,83,"[1134, 23]","[1237, 181]",black,pawn
15,3,"[1295, 99, 107, 200]",21400,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-knight,84,"[1295, 99]","[1402, 299]",black,knight
15,3,"[938, 496, 142, 216]",30672,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,black-knight,85,"[938, 496]","[1080, 712]",black,knight
15,7,"[506, 1033, 152, 213]",32376,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-bishop,86,"[506, 1033]","[658, 1246]",white,bishop
15,7,"[284, 642, 153, 211]",32283,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-bishop,87,"[284, 642]","[437, 853]",white,bishop
15,12,"[397, 0, 143, 168]",24024,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-rook,88,"[397, 0]","[540, 168]",white,rook
15,8,"[305, 403, 175, 309]",54075,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-king,89,"[305, 403]","[480, 712]",white,king
15,11,"[733, 325, 175, 257]",44975,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-queen,90,"[733, 325]","[908, 582]",white,queen
15,9,"[771, 190, 120, 208]",24960,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-knight,91,"[771, 190]","[891, 398]",white,knight
15,9,"[294, 810, 167, 217]",36239,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-knight,92,"[294, 810]","[461, 1027]",white,knight
15,10,"[944, 385, 102, 160]",16320,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-pawn,93,"[944, 385]","[1046, 545]",white,pawn
15,10,"[590, 7, 112, 160]",17920,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-pawn,94,"[590, 7]","[702, 167]",white,pawn
15,10,"[597, 246, 117, 167]",19539,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-pawn,95,"[597, 246]","[714, 413]",white,pawn
15,10,"[523, 853, 150, 176]",26400,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-pawn,96,"[523, 853]","[673, 1029]",white,pawn
15,10,"[946, 1032, 144, 178]",25632,3730ef213ac6aad431475a9ab28f349a_jpg.rf.003b61b77657edc8cc9da5f26ed309ee.jpg,1529,2284,white-pawn,97,"[946, 1032]","[1090, 1210]",white,pawn
16,9,"[1165, 739, 134, 192]",25728,fc9d7bc0453cb3324406401c00224d30_jpg.rf.06e9910009fdd0dd0e77649cf7eef41d.jpg,1529,2284,white-knight,98,"[1165, 739]","[1299, 931]",white,knight
17,12,"[1393, 1081, 162, 215]",34830,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-rook,99,"[1393, 1081]","[1555, 1296]",white,rook
17,6,"[1844, 1088, 170, 208]",35360,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-rook,100,"[1844, 1088]","[2014, 1296]",black,rook
17,2,"[1560, 815, 188, 319]",59972,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-king,101,"[1560, 815]","[1748, 1134]",black,king
17,5,"[1277, 364, 159, 270]",42930,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-queen,102,"[1277, 364]","[1436, 634]",black,queen
17,4,"[1492, 310, 108, 161]",17388,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-pawn,103,"[1492, 310]","[1600, 471]",black,pawn
17,4,"[1353, 752, 125, 176]",22000,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-pawn,104,"[1353, 752]","[1478, 928]",black,pawn
17,4,"[1113, 437, 112, 157]",17584,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-pawn,105,"[1113, 437]","[1225, 594]",black,pawn
17,6,"[535, 720, 144, 217]",31248,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,black-rook,106,"[535, 720]","[679, 937]",black,rook
17,8,"[720, 478, 172, 297]",51084,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-king,107,"[720, 478]","[892, 775]",white,king
17,12,"[321, 290, 153, 193]",29529,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-rook,108,"[321, 290]","[474, 483]",white,rook
17,10,"[922, 436, 114, 166]",18924,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-pawn,109,"[922, 436]","[1036, 602]",white,pawn
17,10,"[758, 199, 111, 166]",18426,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-pawn,110,"[758, 199]","[869, 365]",white,pawn
17,10,"[557, 55, 112, 159]",17808,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-pawn,111,"[557, 55]","[669, 214]",white,pawn
17,10,"[513, 942, 137, 167]",22879,8f84f1945fd993facc3368d13345f333_jpg.rf.08cc02fa76f4d45bd6b0e8d47e53fb0c.jpg,1529,2284,white-pawn,112,"[513, 942]","[650, 1109]",white,pawn
18,1,"[970, 910, 125, 205]",25625,06770ce99d4866165c0dfb104179c361_jpg.rf.097d58920dae7a8d7f804a312de535e3.jpg,1529,2284,black-bishop,113,"[970, 910]","[1095, 1115]",black,bishop
19,6,"[1863, 1032, 161, 209]",33649,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-rook,114,"[1863, 1032]","[2024, 1241]",black,rook
19,2,"[1584, 748, 199, 326]",64874,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-king,115,"[1584, 748]","[1783, 1074]",black,king
19,5,"[1328, 311, 157, 263]",41291,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-queen,116,"[1328, 311]","[1485, 574]",black,queen
19,4,"[1541, 262, 105, 163]",17115,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-pawn,117,"[1541, 262]","[1646, 425]",black,pawn
19,4,"[1407, 682, 115, 176]",20240,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-pawn,118,"[1407, 682]","[1522, 858]",black,pawn
19,4,"[1163, 372, 114, 166]",18924,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-pawn,119,"[1163, 372]","[1277, 538]",black,pawn
19,3,"[963, 488, 168, 217]",36456,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,black-knight,120,"[963, 488]","[1131, 705]",black,knight
19,11,"[791, 294, 151, 282]",42582,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,white-queen,121,"[791, 294]","[942, 576]",white,queen
19,8,"[576, 385, 162, 315]",51030,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,white-king,122,"[576, 385]","[738, 700]",white,king
19,10,"[971, 368, 128, 168]",21504,f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.0589aba8581962f40316095984f98748.jpg,1529,2284,white-pawn,123,"[971, 368]","[1099, 536]",white,pawn
